Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
SE;SP;Bauru;M;entre 41 a 50 anos;2014;12;27/12/2014;29/12/2014;18/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Internet;N;S;Finalizada avaliada;Não Resolvida;4
CO;GO;Goiânia;F;até 20 anos;2014;12;27/12/2014;06/01/2015;07/01/2015;10;Avianca - Oceanair;Transporte Aéreo;Transportes;Aéreo;Cobrança / Contestação;Imposição de multa indevida / abusiva;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Duque de Caxias;F;até 20 anos;2014;12;26/12/2014;05/01/2015;12/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São Luís;F;entre 61 a 70 anos;2014;12;01/12/2014;11/12/2014;01/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Butiá;M;entre 31 a 40 anos;2014;12;19/12/2014;29/12/2014;16/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Sorocaba;F;entre 21 a 30 anos;2014;12;09/12/2014;15/12/2014;05/01/2015;6;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;São Gabriel;M;entre 21 a 30 anos;2014;12;09/12/2014;19/12/2014;09/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;N;S;Finalizada não avaliada;Não Avaliada;
CO;GO;Goiânia;F;entre 21 a 30 anos;2014;12;23/12/2014;02/01/2015;14/01/2015;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;ES;Vila Velha;M;entre 21 a 30 anos;2014;12;23/12/2014;29/12/2014;19/01/2015;6;Philips TV e Monitores;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Balneário Camboriú;M;entre 31 a 40 anos;2014;12;06/12/2014;16/12/2014;06/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;27/12/2014;06/01/2015;07/01/2015;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Não fornecimento da conta detalhada;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Santo André;F;entre 51 a 60 anos;2014;12;28/12/2014;30/12/2014;02/01/2015;2;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;3
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;28/12/2014;05/01/2015;07/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Telefone;S;S;Finalizada avaliada;Resolvida;4
S ;RS;Sapucaia do Sul;F;entre 31 a 40 anos;2014;12;28/12/2014;07/01/2015;28/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 41 a 50 anos;2014;12;28/12/2014;07/01/2015;28/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;M;entre 61 a 70 anos;2014;12;02/12/2014;12/12/2014;02/01/2015;10;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;19/12/2014;26/12/2014;16/01/2015;7;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Negativação indevida (não cumprimento de acordo de parcelamento);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 61 a 70 anos;2014;12;21/12/2014;31/12/2014;21/01/2015;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Teófilo Otoni;M;entre 31 a 40 anos;2014;12;22/12/2014;29/12/2014;05/01/2015;7;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;10/12/2014;16/12/2014;06/01/2015;6;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;F;entre 61 a 70 anos;2014;12;23/12/2014;30/12/2014;20/01/2015;7;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;São Gonçalo;F;entre 31 a 40 anos;2014;12;24/12/2014;30/12/2014;20/01/2015;6;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 41 a 50 anos;2014;12;08/12/2014;18/12/2014;02/01/2015;10;Bradesco Saúde;Operadoras de Planos de Saúde e Administradoras de Benefícios;Serviços Financeiros;Demais Seguros (exceto habitacional);Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
S ;SC;Araranguá;M;entre 21 a 30 anos;2014;12;08/12/2014;12/12/2014;02/01/2015;4;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Orleans;M;entre 31 a 40 anos;2014;12;08/12/2014;16/12/2014;06/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São José dos Campos;M;entre 31 a 40 anos;2014;12;28/12/2014;29/12/2014;19/01/2015;1;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 51 a 60 anos;2014;12;29/12/2014;08/01/2015;29/01/2015;10;Extra.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Taboão da Serra;M;entre 21 a 30 anos;2014;12;29/12/2014;06/01/2015;10/01/2015;8;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Dificuldade de contato ou acesso aos serviços - caixa eletrônico, agência, internet banking;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;F;entre 41 a 50 anos;2014;12;15/12/2014;23/12/2014;06/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Telefone;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;São João da Barra;M;até 20 anos;2014;12;15/12/2014;18/12/2014;05/01/2015;3;Magazineluiza.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;N;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;12;30/12/2014;08/01/2015;26/01/2015;9;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Ganhei de presente;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;12;30/12/2014;07/01/2015;12/01/2015;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;M;entre 51 a 60 anos;2014;12;30/12/2014;03/01/2015;05/01/2015;4;Submarino;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 41 a 50 anos;2014;12;30/12/2014;06/01/2015;27/01/2015;7;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 61 a 70 anos;2014;12;02/12/2014;24/12/2014;14/01/2015;10;Banco BMG;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Guarapuava;M;entre 21 a 30 anos;2014;12;19/12/2014;23/12/2014;13/01/2015;4;KaBuM!;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Santa Maria;F;entre 31 a 40 anos;2014;12;22/12/2014;30/12/2014;20/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 41 a 50 anos;2014;12;22/12/2014;23/12/2014;13/01/2015;1;Moip;Empresas de Pagamento Online;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;12;15/12/2014;23/12/2014;13/01/2015;8;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;São José dos Pinhais;M;entre 61 a 70 anos;2014;12;15/12/2014;23/12/2014;13/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Florianópolis;M;entre 21 a 30 anos;2014;12;15/12/2014;19/12/2014;07/01/2015;4;Shoptime;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;4
CO;DF;Brasília;F;entre 41 a 50 anos;2014;12;24/12/2014;29/12/2014;19/01/2015;5;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;24/12/2014;02/01/2015;20/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada avaliada;Resolvida;3
SE;MG;Governador Valadares;M;entre 21 a 30 anos;2014;12;29/12/2014;08/01/2015;29/01/2015;10;Ponto Frio;Varejo;Produtos Eletrodomésticos e Eletrônicos;Televisão;Entrega do Produto;Não entrega / demora na entrega do produto;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;12;29/12/2014;08/01/2015;29/01/2015;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Guarulhos;F;entre 21 a 30 anos;2014;12;16/12/2014;23/12/2014;13/01/2015;7;Casasbahia.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Tablet;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;ES;Vitória;F;entre 31 a 40 anos;2014;12;16/12/2014;17/12/2014;07/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Uberlândia;M;entre 21 a 30 anos;2014;12;31/12/2014;10/01/2015;31/01/2015;10;Centauro.com.br;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Santa Maria;M;entre 41 a 50 anos;2014;12;02/12/2014;12/12/2014;02/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;mais de 70 anos;2014;12;20/12/2014;30/12/2014;20/01/2015;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;PB;Santa Rita;M;até 20 anos;2014;12;25/12/2014;26/12/2014;10/01/2015;1;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São José dos Campos;F;entre 31 a 40 anos;2014;12;25/12/2014;30/12/2014;20/01/2015;5;Decolar.com;Agências de Viagens;Transportes;Aéreo;Contrato / Oferta;Dificuldade para cancelar o serviço (Cobrança de multa abusiva, recusa etc);Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Alvorada;F;mais de 70 anos;2014;12;26/12/2014;05/01/2015;07/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Resolvida;4
CO;DF;Brasília;F;entre 51 a 60 anos;2014;12;15/12/2014;23/12/2014;09/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Stand, feiras e eventos;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São Luís;F;entre 21 a 30 anos;2014;12;15/12/2014;23/12/2014;13/01/2015;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
